mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
2.24967630704244,0.7577860594238179,0.1514283021291097,0.03787156944994257,20,sqrt,10,100,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100}",-239.26123762903697,-207.36348719316166,-274.9089220411308,-240.5112156211098,27.589469922850515,68
3.637805620829264,1.1651005804069283,0.24946999549865723,0.02263909854027974,20,sqrt,10,200,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 200}",-238.11113065106312,-204.1838691886544,-274.33532055563757,-238.87677346511836,28.644326825307974,56
10.180875539779663,4.103941751634818,0.5254920323689779,0.03979706315002867,20,sqrt,10,500,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 500}",-235.79614562011236,-202.07715218584457,-274.73213818021617,-237.53514532872433,29.686751674223277,44
3.062867800394694,1.2769806851451801,0.17305413881937662,0.01893455028681232,20,0.3,2,100,"{'max_depth': 20, 'max_features': 0.3, 'min_samples_split': 2, 'n_estimators': 100}",-234.23019857033614,-202.78555088786376,-267.88507972595033,-234.96694306138343,26.58187675928887,34
5.84650182723999,2.1532567517958663,0.31876738866170246,0.018876575114843173,20,0.3,2,200,"{'max_depth': 20, 'max_features': 0.3, 'min_samples_split': 2, 'n_estimators': 200}",-231.95288374280088,-202.50058677320337,-270.1219742250083,-234.8584815803375,27.68266466367117,32
14.436525026957193,5.3941900120804345,0.7060218652089437,0.07749278865223887,20,0.3,2,500,"{'max_depth': 20, 'max_features': 0.3, 'min_samples_split': 2, 'n_estimators': 500}",-231.38747708678616,-201.78240302798235,-269.80798079805453,-234.32595363760765,27.84894721011706,28
2.5204991499582925,0.9748959517746112,0.18575533231099448,0.010881983140463378,20,0.3,5,100,"{'max_depth': 20, 'max_features': 0.3, 'min_samples_split': 5, 'n_estimators': 100}",-238.34875772908046,-206.64872184574952,-271.4297192141159,-238.80906626298193,26.448734285656084,54
5.019534269968669,1.7604199642739886,0.2822129726409912,0.07479469291117767,20,0.3,5,200,"{'max_depth': 20, 'max_features': 0.3, 'min_samples_split': 5, 'n_estimators': 200}",-236.69519065971494,-203.60507493019824,-269.4275020933877,-236.57592256110033,26.872025702985326,43
11.85055939356486,4.567118925665109,0.5637750625610352,0.01403417314631833,20,0.3,5,500,"{'max_depth': 20, 'max_features': 0.3, 'min_samples_split': 5, 'n_estimators': 500}",-233.50788442322985,-201.60164334258724,-269.363844291029,-234.82445735228202,27.679462814541584,30
2.2761669953664145,0.8479941218589674,0.14337698618570963,0.03230782710546378,20,0.3,10,100,"{'max_depth': 20, 'max_features': 0.3, 'min_samples_split': 10, 'n_estimators': 100}",-239.26123762903697,-207.3634871931617,-274.9089220411308,-240.51121562110984,27.589469922850505,69
4.362877448399861,1.538272074009463,0.28478678067525226,0.06474256246496098,20,0.3,10,200,"{'max_depth': 20, 'max_features': 0.3, 'min_samples_split': 10, 'n_estimators': 200}",-238.11113065106318,-204.1838691886544,-274.33532055563757,-238.87677346511836,28.644326825307974,56
10.70559016863505,3.942843574013932,0.5810407002766927,0.06061671763111796,20,0.3,10,500,"{'max_depth': 20, 'max_features': 0.3, 'min_samples_split': 10, 'n_estimators': 500}",-235.79614562011236,-202.07715218584457,-274.73213818021617,-237.53514532872433,29.686751674223277,44
4.404943863550822,1.781197885712678,0.2080550193786621,0.019725241397397047,20,0.5,2,100,"{'max_depth': 20, 'max_features': 0.5, 'min_samples_split': 2, 'n_estimators': 100}",-223.73261954451303,-195.23942630931788,-257.50250959088004,-225.4915184815703,25.449206654756743,13
8.36408813794454,3.4671804275201614,0.3807364304860433,0.035076859372847186,20,0.5,2,200,"{'max_depth': 20, 'max_features': 0.5, 'min_samples_split': 2, 'n_estimators': 200}",-226.24478370093865,-195.28514449147377,-255.98701141757556,-225.838979869996,24.783094636471425,15
20.917082230250042,8.63419180060003,0.7431004047393799,0.06439230184802405,20,0.5,2,500,"{'max_depth': 20, 'max_features': 0.5, 'min_samples_split': 2, 'n_estimators': 500}",-227.46494808943828,-194.1516455091943,-254.15848675167888,-225.2583601167705,24.54732873228135,10
3.7914684613545737,1.5409101593207555,0.19063051541646323,0.02543367399436685,20,0.5,5,100,"{'max_depth': 20, 'max_features': 0.5, 'min_samples_split': 5, 'n_estimators': 100}",-225.7055019000397,-196.5815277446361,-257.2702300243313,-226.51908655633574,24.782737084418123,18
7.3412206172943115,3.0026225506905386,0.3443358739217122,0.03261498358293914,20,0.5,5,200,"{'max_depth': 20, 'max_features': 0.5, 'min_samples_split': 5, 'n_estimators': 200}",-225.70008095316913,-194.1645306395519,-255.70508273701228,-225.18989810991113,25.12641509136317,7
17.506735642751057,6.891365580088608,0.6127972602844238,0.047896516391427814,20,0.5,5,500,"{'max_depth': 20, 'max_features': 0.5, 'min_samples_split': 5, 'n_estimators': 500}",-227.72767577098756,-193.5704540083263,-254.42943883995062,-225.24252287308818,24.90764270096528,9
